"","ResponseId","involve","org","org_type","tasks","location","concernShort","concernLong","top_sector","collabActivities","barriers","forum_art","forum_baycan","forum_crc","forum_da","forum_sfep","forum_ccccl","forum_ccse","forum_sccc","forum_rpp","forum_sr","forum_sjrcc","forum_sbrr","forum_yccac","forum_ycrrc","forum_ryc","forum_other","forumProgress_art","forumProgress_baycan","forumProgress_crc","forumProgress_da","forumProgress_sfep","forumProgress_ccccl","forumProgress_ccse","forumProgress_sccc","forumProgress_rpp","forumProgress_sr","forumProgress_sjrcc","forumProgress_sbrr","forumProgress_yccac","forumProgress_ycrrc","forumProgress_ryc","forumProgress_other","collaboratorsFed","collaboratorsState","collaboratorsLocalRegional","collaboratorsNGO","missing_collaborators"
"112","R_51G4v1Xi3buiGgs","A part of my work, with routine involvement","san joaquin county flood control and water conservation district","Local government (cities, counties)","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership; Service provision","San Joaquin","Very concerned","Very concerned","Agricultural industry; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations; Joining or supporting litigation or other judicial processes","Limited authority; Permitting obstacles; Limited capacity for community engagement","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal Emergency Management Agency; United States Army Corps Of Engineers; United States Environmental Protection Agency; United States Fish And Wildlife Service; United States Bureau Of Reclamation; United States Army Corps Of Engineers","California Department Of Water Resources; State Water Resources Control Board; Caltrans; Central Valley Flood Protection Board; Delta Stewardship Council","San Joaquin Council Of Governments; City Of Stockton; City Of Lodi; City Of Tracy; City Of Lathrop; City Of Manteca; San Joaquin Area Flood Control Agency; Eastern San Joaquin Groundwater Authority","State Water Resources Control Board: Central Valley Region; Delta Counties Coalition; California Central Valley Flood Control Association; San Joaquin County: Department Of Public Works; City Of Mountain House; San Joaquin County: Office Of Emergency Services; San Joaquin County: Department Of Community Development; San Joaquin County: Department Of Environmental Health; 6 Groundwater Sustainability Agencies In Tracy Subbasin; 85 Reclamation Districts And 22 Irrigation Districts And Water Conservation Districts; Many County Service Areas And Other Special Districts; Sierra Club: Mother Lode Chapter; California Sportfishing Alliance; Floodplain Management Association; Verisk; International Code Council; San Joaquin County Farm Bureau; Perhaps An Ngo?); Building Industry Alliance; University Of The Pacific","UC Davis; UC Berkeley; Stanford University"
"113","R_52JDkRy56i8MGYq","A part of my work, with routine involvement","san joaquin county","Local government (cities, counties)","Executive management 
(i.e. top management); Advocacy; Outreach or communication; Community leadership","San Joaquin","Somewhat concerned","Unsure","Ecosystem health; Flood management; Water supply reliability","Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Organizing public meetings jointly with other organizations","Adaptation is not my organization’s main focus; Lack of agreement about the future extent of climate impacts; Lack of effective collaboration among interested parties","No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","R_539kkJwJjEoQ1yN","A part of my work, with routine involvement","caltrans","State government","Executive management 
(i.e. top management)","Region 4","Very concerned","Very concerned","Ecosystem health; Biodiversity; Water supply reliability","Implementing projects jointly with other organizations; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of public support for climate adaptation; Limited capacity to acquire funding; Insufficient financial resources","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,"San Joaquin Council Of Governments","Caltrans: District 3; San Joaquin County: Department Of Public Works","Delta Protection Council"
"115","R_55DqDilWmJu0Vc5","A part of my work, with routine involvement","sacramento clean cities coalition","Multi-stakeholder group","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership","Region 1; Region 2; Region 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","R_55vgNqXkJqxLDSB","A major aspect of my work for more than 5 years","san joaquin area flood control agency","Water Infrastructure Special District (e.g. irrigation district)","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Project or program management; Outreach or communication","Region 4","Very concerned","Very concerned","Agricultural industry; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations; Streamlining permitting applications jointly with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles; Limited capacity to acquire funding; Insufficient financial resources","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No",NA,"Somewhat agree",NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,"United States Army Corps Of Engineers","California Department Of Water Resources","San Joaquin Council Of Governments; City Of Stockton; San Joaquin County; City Of Lathrop; City Of Manteca; Delta Reclamation Districts","Local Tribes Around Stockton; Restore The Delta; River Partners; American Rivers; Engineering Consultants",NA
"117","R_57d6uZ7K7zkJdSY","A major aspect of my work for 1-5 years","little manila rising","No-profit organization/Non-governmental organization/Community-based organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","R_5B2tu30zBnnhAbW","A part of my work, with occasional involvement","the watershed project","Environmental Group","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Outreach or communication; Community leadership","Contra Costa","Very concerned","Very concerned","Environmental justice 
communities; Public health; Flood management","Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations","Lack of effective collaboration among interested parties; Competing visions for adaptation pathways; Unequal capacity of partners to participate in collaborative planning","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"Strongly Agree","Agree",NA,NA,"Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Environmental Protection Agency; National Oceanic And Atmospheric Association","California Natural Resources Agency","California State Coastal Conservancy; Contra Costa County; Contra Costa Resource Conservation District","Confederated Villages Of Lisjan; Cities Multiple; Trout Unlimited; American Rivers; Sustainable Contra Costa",NA
"119","R_5H2ncB1awJsDgFK","A part of my work, with routine involvement","mbk engineers","Education/Consulting/Research","Planning and design; Advocacy; Technical advising/analysis","Region 1; Region 2; Region 3; Region 4","Somewhat concerned","Moderately concerned","Ecosystem health; Agricultural industry; Flood management","Signing a formal agreement with another organization; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of agreement about the future extent of climate impacts; Limited capacity to acquire funding; Insufficient financial resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","R_5HhORM9idLb222i","A part of my work, with occasional involvement","california department of food and agriculture","State government","Executive management 
(i.e. top management)",NA,"Moderately concerned","Moderately concerned","Energy infrastructure; Agricultural industry; Water supply reliability","Sharing information with other organizations; Engaging in joint planning with other organizations; Sharing personnel with other organizations","Limited authority; Insufficient financial resources; Insufficient technical expertise","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Delta Plan Interagency Implementation Committee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Water Resources; California Environmental Protection Agency",NA,"Sustainable Conservation; University Of California Merced",NA
"121","R_5IE3r4JKkayllmq","A major aspect of my work for more than 5 years","metropolitan water district of southern california","Water Infrastructure Special District (e.g. irrigation district)","Technical advising/analysis","Region 3","Very concerned","Very concerned","Agricultural industry; Biodiversity; Water supply reliability","Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Competing visions for adaptation pathways; Limited capacity to acquire funding; Insufficient financial resources","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Air Resources Board; California Department Of Food And Agriculture",NA,"The Nature Conservancy; Hydrofocus, Inc.",NA
"122","R_5KoUKzSWqdzqOK7","A part of my work, with occasional involvement","unknown_294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","R_5NeUNKkDf5cQLGg","A major aspect of my work for more than 5 years","university of california berkeley","Education/Consulting/Research","Scientific research; Outreach or communication","Region 2; Region 3","Very concerned","Very concerned","Ecosystem health; Flood management; Water supply reliability","Sharing information with other organizations; Training personnel from other organizations; Sharing personnel with other organizations","Adaptation is not my organization’s main focus; Limited authority","No","No","No",NA,"No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Geological Survey","California Department Of Water Resources",NA,"Local K:12 Schools; University Of California Santa Cruz",NA
